voltage,current,frequency,thd,temperature,label
235.5933825302212,46.01021062562153,50.05976206641172,2.9029791516677794,42.238418640760315,0
236.62538067686066,48.382950069084615,50.20381564710673,3.5864393940675536,45.288792002433084,0
234.21598634722125,52.41675524704231,50.06869830728659,2.653584249089145,47.549490871751736,0
232.01190224314254,43.225288760403686,50.06015309684211,2.9767329572962056,41.52020461235928,0
230.16861144225726,54.665654529351784,50.123154663888954,3.1897384929393815,45.38955891941764,0
225.4549429610612,47.10794378347151,49.92653722591386,3.255014761991622,43.63706379722987,0
234.4425010113542,47.009710601311426,50.14865005914218,3.373672736364695,51.47112518710737,0
224.66510939351826,45.57925266567799,50.02244258207817,3.043569150181424,48.09855286907093,0
219.7558380613175,51.27843154528738,49.94220198939784,2.328255670953565,48.8155726991018,0
225.68149705261544,40.73393514064785,50.121471447185854,3.789591298586437,51.04359491099058,0
236.38507238961964,52.46720047499652,49.919278943781805,3.017025574010455,47.55276714217768,0
226.08812074377727,53.67181578492533,49.995775301408656,3.4627246683056336,43.79456340940406,0
236.18451716452412,53.7415759789783,50.00359357685353,3.645507541449284,46.42484890650858,0
238.60648229724748,52.371888843967696,49.91233162376811,3.3382045102037665,45.419598150069795,0
234.56856340423886,49.58204443540106,49.969858567489766,3.517801285433839,44.87365646123713,0
171.755651400367,86.95360280084958,48.0349308557144,10.125134000406986,64.12102266337276,1
228.8207295901906,52.24287510089053,50.090802774578286,2.8874736313522704,38.52614984799729,0
233.29804046161533,57.04122593307957,49.92908453851074,3.317169989195976,47.403183904322134,0
225.1325192178345,52.99890781419671,50.16967703876818,2.5296590402021626,43.21932606207648,0
226.20672340502526,55.58635546204775,49.982694488822425,3.8559599398875646,39.83833505405004,0
225.73259819794524,49.659059052476614,50.142719434343505,3.0298660458608437,40.93843632493073,0
231.36555482625403,48.08945660869496,50.133566230255646,1.8819857919532892,43.31293715897017,0
226.53751697939603,55.46246434015639,49.9741988714629,3.2188736324764147,43.62676248021385,0
229.19953575942512,54.30498779365615,49.98259977888644,2.987414432316821,46.3766844063909,0
233.75499211469716,49.92980121007568,50.050990268992344,3.2030365674487826,45.66811596692846,0
161.28122010736428,105.80978615817413,48.550237612687305,8.401598957978454,71.69823068058244,1
237.56448848938996,52.15713197031409,49.98836734990022,3.858028201815248,48.213428792281796,0
233.49436092530757,49.13511345815418,49.95375967229999,3.1881085096695445,46.54079584952381,0
229.05658394665636,49.92303568963281,50.061399464372265,2.314935218198636,46.334436300200814,0
229.02071229257817,49.518335066088696,50.02679767708664,3.5271486901056184,48.68606011931793,0
231.431147123102,48.71331975549508,50.06329333230096,3.1542600974391157,45.497733674584296,0
225.66754494367868,49.95422897466418,50.02521274511261,3.589737704270506,45.89828397333137,0
228.31610521993744,49.033814107456934,49.892518086781585,2.5203073166210714,44.953455649651964,0
222.49135743025317,55.41482011092898,50.031078244837595,3.139663181895157,49.61313024252716,0
235.97818556824126,45.270498392089614,49.976300020224514,2.7244573572803006,41.16165856421935,0
