voltage,current,frequency,thd,temperature,label
231.50644445976232,49.96846854404349,49.98439938872843,2.1310075832925803,39.135044712984396,0
223.89203269196943,56.97841447900897,49.77143847265154,3.672418886763939,41.910396702242494,0
231.26747661016918,48.3450764933783,49.85436157265375,3.5301785017375424,43.0828383738024,0
226.29591648195404,49.05922678850819,49.91615091777494,3.47775785405695,42.24139787019096,0
223.0762009131278,47.66879555077323,49.80292045776286,2.6840373713966357,41.506712400090386,0
232.55849087069186,53.17990477098645,50.04951063652003,2.3741088824547107,46.162691313833946,0
232.72116509300582,48.52381796721096,50.07008492698864,3.281538902135723,43.951816289145114,0
233.29504539684896,46.5026866819183,50.15630009577579,3.50085944904129,45.67426979719979,0
186.4460026918647,143.02631738363368,46.792907347250335,12.030796800084707,99.10557711045908,1
234.78549475661902,52.24535382006615,49.93274647584969,4.000803336424365,45.13520780751387,0
228.35744584206026,49.137373924743294,49.99477266800632,3.202915790311284,45.27867347446129,0
227.84021872167574,53.564134190207426,50.088261437900314,2.750030369160377,47.99458696311645,0
238.89373152059315,47.16757820388951,50.02071992458924,2.5861565241317437,45.348587705494865,0
224.78564022787504,51.823547897046346,50.07941531847769,2.8194731726593987,42.092679850228784,0
232.97523597923023,48.735689214406776,50.03726613696151,3.2116425657167067,44.169903623537955,0
234.24769734756129,59.81056266793237,49.97643566531885,3.3837982393227506,48.52168654780411,0
236.62488130912763,50.131271406786695,50.096024078758575,3.405685849217794,48.58769699769664,0
227.70335463258684,51.874246633057744,50.06029161588191,3.480684349118125,44.855096050028955,0
231.39539863689095,47.5546099238742,50.016171906545786,3.046144572014524,44.16353867337346,0
241.50521412466458,45.360783365045336,50.02744054103705,2.275674753375463,42.321990061408,0
220.43567267246743,52.995561454286516,50.07569749048486,3.113958344404314,43.45427382858039,0
174.24527273724038,148.96237596311244,44.9676633515981,14.245926370449093,81.94842718088242,1
230.036517342738,51.21644019614902,49.973627020707184,3.4798694718450673,43.34415329806977,0
240.30505023050475,49.90810983445832,50.02988728424815,4.041358002179665,44.55697069634759,0
219.0333924110397,49.32090486787452,49.925233149589346,1.589437919550714,38.302583683482375,0
158.3599214007079,164.86366779712495,47.216713477867685,12.462292951507768,76.98450510988964,1
233.41691074222854,49.10818677852307,50.02598743320162,3.5663814738925548,46.99791915990267,0
232.27168707833317,52.63782839748082,50.08983048871827,2.5573302940454794,45.192002636378405,0
227.22066694458888,53.21225957032294,50.096876417019445,2.4659624003046474,39.23346144274636,0
229.23638262655274,53.39600320632006,49.92242244952387,3.2815537418455802,44.44918923219997,0
226.08399541679648,49.33928576086097,50.011269902684326,3.0731920620743325,44.73869693909092,0
241.53743034429343,50.85930097962264,49.948363171783356,2.612196049934131,42.63646277487859,0
235.864903528373,53.48982646597586,50.16264576946108,3.6430375664535624,41.812293136041404,0
227.47176970968172,49.835038928389736,49.985954227471936,2.9382250774334513,44.794553534293144,0
223.53641379604375,48.97459385395143,49.96913428031903,3.532378158380243,42.29587560117294,0
239.2722034538314,52.48236581340742,49.998837103511256,3.268131025126407,48.6165788609578,0
234.4819471729147,48.1340578591102,49.99818829472649,3.0378816168943037,46.257895336546916,0
163.8458377369189,108.2270396430766,48.39092813454892,9.484787355230939,93.28365531655204,1
235.16753347624837,54.05838772759014,49.89235671147463,2.39892593445793,47.30242085042701,0
232.25100684999347,48.75539605015149,49.92852382078659,2.5979990082721027,49.0654989370846,0
234.28810690714658,51.17507146175362,50.07193684679407,3.492070920651549,54.84435169344838,0
237.88942366180564,49.697052136465324,49.92782854466678,3.1721624325311026,44.1589809795941,0
