timestamp,ambient_temp,humidity,fuel_level_percent,coolant_temp_c,oil_pressure_psi,battery_start_voltage,health_score,estimated_life_remaining_days
2024-01-01 00:00:00,27.483570765056164,80.99033154879004,100,83.64964345005124,60.0,24.0,100.0,2000.0
2024-01-01 01:00:00,24.38875723688951,73.86950524369153,99,84.71096265856896,59.98498498498498,23.995995995995997,99.95495495495496,1999.099099099099
2024-01-01 02:00:00,28.39859215214725,60.89445554880261,98,83.41516015800008,59.969969969969966,23.99199199199199,99.9099099099099,1998.198198198198
2024-01-01 03:00:00,32.8553534156921,50.295948334416394,97,84.38407694072193,59.95495495495496,23.98798798798799,99.86486486486487,1997.2972972972975
2024-01-01 04:00:00,24.149467863718094,70.47334970420386,96,81.21277066609242,59.93993993993994,23.983983983983983,99.81981981981983,1996.3963963963965
2024-01-01 05:00:00,24.229548468922726,65.90228078132624,95,85.42658741474588,59.92492492492492,23.97997997997998,99.77477477477477,1995.4954954954953
2024-01-01 06:00:00,33.37625574438206,73.42789830041599,94,85.00241095072445,59.909909909909906,23.975975975975977,99.72972972972971,1994.5945945945941
2024-01-01 07:00:00,29.397275610838612,69.52757702522955,93,83.36582273786362,59.8948948948949,23.97197197197197,99.6846846846847,1993.693693693694
2024-01-01 08:00:00,23.29258421171174,75.74329072979003,92,86.31849133686481,59.87987987987988,23.96796796796797,99.63963963963964,1992.7927927927929
2024-01-01 09:00:00,28.432546412366584,51.97147182659148,91,86.87514027525312,59.86486486486486,23.963963963963963,99.59459459459458,1991.8918918918916
2024-01-01 10:00:00,23.482375665242003,79.76091098451488,90,81.78488027126205,59.849849849849846,23.95995995995996,99.54954954954954,1990.9909909909907
2024-01-01 11:00:00,23.55045319044356,62.96399407038599,89,83.47455044286757,59.83483483483484,23.955955955955957,99.50450450450451,1990.0900900900901
2024-01-01 12:00:00,27.168463059570755,91.12891308937898,88,83.4617153004254,59.81981981981982,23.95195195195195,99.45945945945945,1989.1891891891892
2024-01-01 13:00:00,16.471704165510925,49.66218272865648,87,83.12019379778226,59.8048048048048,23.94794794794795,99.41441441441441,1988.2882882882882
2024-01-01 14:00:00,17.492865895690827,86.03945704747875,86,86.6589496838635,59.789789789789786,23.943943943943943,99.36936936936937,1987.3873873873872
2024-01-01 15:00:00,23.385255113109626,62.96866175193972,85,84.61234772245439,59.77477477477478,23.93993993993994,99.32432432432432,1986.4864864864865
2024-01-01 16:00:00,21.21165495072814,50.22872994578327,84,84.47097031737877,59.75975975975976,23.935935935935937,99.27927927927928,1985.5855855855857
2024-01-01 17:00:00,27.926037172929224,52.741712489185176,83,80.99227527118649,59.74474474474474,23.93193193193193,99.23423423423424,1984.6846846846847
2024-01-01 18:00:00,21.893534339614845,55.1947903770852,82,86.27083606041845,59.729729729729726,23.92792792792793,99.18918918918918,1983.7837837837835
2024-01-01 19:00:00,19.450846766378646,66.36248919602875,81,82.52148321029306,59.71471471471472,23.923923923923923,99.14414414414415,1982.882882882883
2024-01-01 20:00:00,33.91916813530776,67.8425323205325,80,85.11986526053266,59.6996996996997,23.91991991991992,99.0990990990991,1981.9819819819822
2024-01-01 21:00:00,25.540442396151434,51.394499940921314,79,85.55475387591639,59.68468468468468,23.915915915915917,99.05405405405405,1981.081081081081
2024-01-01 22:00:00,27.08519726454843,59.634681116085254,78,87.7213171916773,59.669669669669666,23.91191191191191,99.00900900900899,1980.1801801801798
2024-01-01 23:00:00,19.70187254836803,92.13405537917795,77,82.38235920176177,59.65465465465466,23.90790790790791,98.96396396396398,1979.2792792792795
2024-01-02 00:00:00,24.181574169644286,85.91314755151066,76,78.96097568835835,59.63963963963964,23.903903903903903,98.91891891891892,1978.3783783783783
2024-01-02 01:00:00,27.53578432519842,66.54485504511048,75,85.36769908950738,59.62462462462462,23.8998998998999,98.87387387387386,1977.4774774774774
2024-01-02 02:00:00,21.30368856160697,60.570052172523006,74,88.60102236302171,59.609609609609606,23.895895895895897,98.82882882882882,1976.5765765765764
2024-01-02 03:00:00,29.014425336244077,61.80046990077392,73,87.47789270587887,59.5945945945946,23.89189189189189,98.78378378378379,1975.6756756756758
2024-01-02 04:00:00,24.209806571152868,69.20276959095625,72,85.41931883054926,59.57957957957958,23.88788788788789,98.73873873873873,1974.7747747747746
2024-01-02 05:00:00,25.831374306596373,44.658111522023916,71,84.01672762873591,59.56456456456456,23.883883883883883,98.69369369369369,1973.873873873874
2024-01-02 06:00:00,24.357923588185447,56.139351938649824,70,86.61424519327463,59.549549549549546,23.87987987987988,98.64864864864865,1972.972972972973
2024-01-02 07:00:00,36.7042240479596,34.97123889183616,69,83.05290760059107,59.53453453453454,23.875875875875877,98.6036036036036,1972.072072072072
2024-01-02 08:00:00,27.45147870723857,65.98834683907918,68,85.95271553871244,59.51951951951952,23.87187187187187,98.55855855855856,1971.1711711711712
2024-01-02 09:00:00,22.30628949273686,69.70793909554112,67,86.01094031833325,59.5045045045045,23.86786786786787,98.51351351351352,1970.2702702702704
2024-01-02 10:00:00,31.783188002629387,52.75220306550939,66,87.12041981499776,59.489489489489486,23.863863863863862,98.46846846846846,1969.3693693693692
2024-01-02 11:00:00,21.641596917850613,83.6098014493505,65,90.51932007782216,59.474474474474476,23.85985985985986,98.42342342342343,1968.4684684684685
2024-01-02 12:00:00,28.86520973911448,41.61351505496488,64,85.78483193435753,59.45945945945946,23.855855855855857,98.37837837837839,1967.5675675675677
2024-01-02 13:00:00,18.097335089234804,38.0343767968527,63,83.982072748585,59.44444444444444,23.85185185185185,98.33333333333333,1966.6666666666665
2024-01-02 14:00:00,21.32925926252938,63.36677727839958,62,84.94885137561602,59.429429429429426,23.84784784784785,98.28828828828827,1965.7657657657655
2024-01-02 15:00:00,29.028701873359225,75.70647453918232,61,81.46184819022176,59.414414414414416,23.843843843843842,98.24324324324326,1964.864864864865
2024-01-02 16:00:00,31.81062973416682,85.25891537186803,60,83.61057373782188,59.3993993993994,23.83983983983984,98.1981981981982,1963.963963963964
2024-01-02 17:00:00,29.048726928645245,53.1167360569659,59,84.1814351237738,59.38438438438438,23.835835835835837,98.15315315315314,1963.0630630630628
2024-01-02 18:00:00,27.68691297404216,76.18021250146944,58,83.95182320413082,59.369369369369366,23.83183183183183,98.1081081081081,1962.162162162162
2024-01-02 19:00:00,26.832577604606424,59.422372957489394,57,85.30470974406744,59.354354354354356,23.82782782782783,98.06306306306307,1961.2612612612613
2024-01-02 20:00:00,21.01809335184789,57.41059050088771,56,83.3551601352356,59.33933933933934,23.823823823823822,98.01801801801801,1960.3603603603601
2024-01-02 21:00:00,24.88374773220168,73.25489906230008,55,87.24206133464894,59.32432432432432,23.81981981981982,97.97297297297297,1959.4594594594594
2024-01-02 22:00:00,26.251691398263123,69.78484317620129,54,85.0004141298364,59.309309309309306,23.815815815815817,97.92792792792793,1958.5585585585586
2024-01-02 23:00:00,33.91205666544751,36.35411764523626,53,84.98139935772276,59.294294294294296,23.81181181181181,97.88288288288288,1957.6576576576576
2024-01-03 00:00:00,30.41573389558832,82.14810524588844,52,84.34421056697417,59.27927927927928,23.80780780780781,97.83783783783784,1956.7567567567567
2024-01-03 01:00:00,19.953268082535107,80.70137031221176,51,85.31038136771795,59.26426426426426,23.803803803803802,97.7927927927928,1955.855855855856
2024-01-03 02:00:00,30.459337519366727,50.61655947735706,50,86.65019652933528,59.249249249249246,23.7997997997998,97.74774774774774,1954.9549549549547
2024-01-03 03:00:00,26.98357042586308,65.93705300156114,49,83.2657395685782,59.234234234234236,23.795795795795797,97.70270270270271,1954.0540540540542
2024-01-03 04:00:00,25.594044304083894,67.41045279424108,48,83.68376702184949,59.21921921921922,23.79179179179179,97.65765765765767,1953.1531531531532
2024-01-03 05:00:00,32.10630956845927,63.910106487358604,47,84.39254794244667,59.2042042042042,23.78778778778779,97.61261261261261,1952.2522522522522
