timestamp,ambient_temp,humidity,load_current_a,oil_temp_c,winding_temp_c,dissolved_gas_h2_ppm,moisture_in_oil_ppm,vibration_level_mm_s,health_score,estimated_life_remaining_days
2024-01-01 00:00:00,27.483570765056164,80.99033154879004,0.0,25.575763207178774,28.133339527896652,0.15682531975175332,14.049516577439501,0.4576240317977297,90.70922242559253,1814.1844485118506
2024-01-01 01:00:00,24.38875723688951,73.86950524369153,15.783500291253123,24.317547240672663,26.74930196473993,0.35526514530479913,13.708490277199592,0.47044208945286775,90.65502931734383,1813.1005863468768
2024-01-01 02:00:00,28.39859215214725,60.89445554880261,29.48586988087467,29.45928011276934,32.405208124046275,0.5561659889070215,13.07475280747016,0.34992155261787317,92.03130034021648,1840.6260068043296
2024-01-01 03:00:00,32.8553534156921,50.295948334416394,46.54036108209473,37.07005912713702,40.777065039850726,0.7797975061991917,12.559842461765864,0.513531341911951,90.5221129257187,1810.442258514374
2024-01-01 04:00:00,24.149467863718094,70.47334970420386,51.87731078328392,27.299886527416046,30.029875180157653,0.9114545880351504,13.583727545270254,0.6251602189654585,89.03819771098162,1780.7639542196325
2024-01-01 05:00:00,24.229548468922726,65.90228078132624,81.65161961094135,26.976647880369903,29.674312668406895,1.141082951727517,13.370189114141388,0.45422840770326184,90.77276962790809,1815.4553925581617
2024-01-01 06:00:00,33.37625574438206,73.42789830041599,95.87672648413266,38.65612835800633,42.52174119380696,1.2058633701473782,13.76148500511089,0.700724991589192,88.16441574170831,1763.2883148341662
2024-01-01 07:00:00,29.397275610838612,69.52757702522955,102.61490758729295,32.98071700126489,36.278788701391385,1.3743691425291877,13.581483956366583,0.6513923896957268,88.68404095574805,1773.680819114961
2024-01-01 08:00:00,23.29258421171174,75.74329072979003,135.991781044128,31.174864317805216,34.292350749585744,1.5499554504066104,13.907284656609622,0.5625684488470242,89.42856286924523,1788.5712573849046
2024-01-01 09:00:00,28.432546412366584,51.97147182659148,156.8069902274275,35.80177127192008,39.38194839911209,1.7816217917101724,12.733708726464709,0.6426540264936428,88.97256580123329,1779.4513160246656
2024-01-01 10:00:00,23.482375665242003,79.76091098451488,133.51736870020903,30.06460791151328,33.07106870266461,1.9827533343440158,14.138195699375894,0.7933495494643124,86.95722193869611,1739.144438773922
2024-01-01 11:00:00,23.55045319044356,62.96399407038599,161.42657964056366,32.94757882001393,36.24233670201533,2.1124751816512015,13.313364868684465,0.7347813609911502,87.79190306419677,1755.8380612839355
2024-01-01 12:00:00,27.168463059570755,91.12891308937898,175.7082484936386,34.66671191566844,38.13338310723528,2.2632255253603506,14.736625834649129,0.6765866139834533,87.86928014354369,1757.3856028708738
2024-01-01 13:00:00,16.471704165510925,49.66218272865648,186.5162690691658,24.400399433856226,26.84043937724185,2.473159525837721,12.67830433162802,0.6627479373730674,88.65178727722578,1773.0357455445155
2024-01-01 14:00:00,17.492865895690827,86.03945704747875,239.656280498729,28.892080594281275,31.781288653709407,2.669206158744493,14.512183062584148,0.747317187543895,87.15559253861744,1743.1118507723488
2024-01-01 15:00:00,23.385255113109626,62.96866175193972,232.05885338410982,36.026576633334436,39.62923429666788,2.8402499532627057,13.373658312822212,0.6808824975898795,88.16523892917459,1763.304778583492
2024-01-01 16:00:00,21.21165495072814,50.22872994578327,245.23344726762397,31.953981238632498,35.14937936249575,3.0162082637871066,12.751676737529404,0.5347584966957225,89.79861446777555,1795.972289355511
2024-01-01 17:00:00,27.926037172929224,52.741712489185176,213.53393233959213,35.770578191798265,39.34763601097809,3.2510166636450712,12.892340879714514,0.9177517233930652,85.87483247343549,1717.4966494687098
2024-01-01 18:00:00,21.893534339614845,55.1947903770852,300.0136312907897,36.44305704574533,40.08736275031986,3.4251320350016106,13.03000978912453,0.8155461312107298,86.81617568451753,1736.3235136903506
2024-01-01 19:00:00,19.450846766378646,66.36248919602875,260.210627893332,33.01311896095617,36.31443085705179,3.620727472800157,13.603409745086722,0.8000253544055858,86.7411310463552,1734.8226209271043
2024-01-01 20:00:00,33.91916813530776,67.8425323205325,313.6985607312182,50.8043579216075,55.884793713768254,3.929224302204184,13.692426916326925,0.8079077857435273,86.5709349766816,1731.418699533632
2024-01-01 21:00:00,25.540442396151434,51.394499940921314,335.5722238537846,41.85589222675526,46.04148144943079,4.0580401703599875,12.885040312361381,0.7620605437813258,87.27277309066096,1745.4554618132192
2024-01-01 22:00:00,27.08519726454843,59.634681116085254,387.478358048646,46.047688559864724,50.6524574158512,4.165448033781255,13.312064386134594,0.8688859099537689,86.04069649832786,1720.8139299665572
2024-01-01 23:00:00,19.70187254836803,92.13405537917795,308.9614619488528,36.30384638006642,39.93423101807306,4.4046275170211855,14.952048114304242,0.6490219857294216,87.64483860120012,1752.8967720240025
2024-01-02 00:00:00,24.181574169644286,85.91314755151066,258.11348158611975,35.21750654925486,38.73925720418035,4.570695363956481,14.656017737935894,0.9858221313914501,84.34230036731557,1686.8460073463116
