timestamp,ambient_temp,humidity,internal_temp_c,input_voltage_v,communication_error_rate,fan_status_rpm,health_score,estimated_life_remaining_days
2024-01-01 00:00:00,27.483570765056164,80.99033154879004,36.808392490081786,220.46096221061305,0,2000.0,93.19160750991821,1863.8321501983642
2024-01-01 01:00:00,24.38875723688951,73.86950524369153,34.24423856617399,225.69807494610248,0,1999.4994994994995,95.75576143382601,1915.1152286765202
2024-01-01 02:00:00,28.39859215214725,60.89445554880261,37.60617223114728,227.93197233289177,1,1998.998998998999,87.39382776885272,1747.8765553770543
2024-01-01 03:00:00,32.8553534156921,50.295948334416394,42.54739188605306,239.43843828670094,1,1998.4984984984985,82.45260811394694,1649.0521622789388
2024-01-01 04:00:00,24.149467863718094,70.47334970420386,32.255853196764306,232.7827656226688,0,1997.997997997998,97.7441468032357,1954.882936064714
2024-01-01 05:00:00,24.229548468922726,65.90228078132624,34.44284217629567,223.32259215450054,0,1997.4974974974975,95.55715782370433,1911.1431564740865
2024-01-01 06:00:00,33.37625574438206,73.42789830041599,43.37746121974428,232.4301814470882,0,1996.996996996997,86.62253878025572,1732.4507756051144
2024-01-01 07:00:00,29.397275610838612,69.52757702522955,38.580186979770424,222.26348005530818,0,1996.4964964964965,91.41981302022958,1828.3962604045917
2024-01-01 08:00:00,23.29258421171174,75.74329072979003,33.951829880144146,235.41345526943536,1,1995.995995995996,91.04817011985585,1820.963402397117
2024-01-01 09:00:00,28.432546412366584,51.97147182659148,39.37011654999314,227.64437674091062,0,1995.4954954954956,90.62988345000686,1812.597669000137
2024-01-01 10:00:00,23.482375665242003,79.76091098451488,31.87481580087303,229.53181905630416,0,1994.994994994995,98.12518419912698,1962.5036839825395
2024-01-01 11:00:00,23.55045319044356,62.96399407038599,32.787728411877346,236.62898323771094,1,1994.4944944944946,92.21227158812266,1844.2454317624533
2024-01-01 12:00:00,27.168463059570755,91.12891308937898,36.39932070978345,223.56418215707876,0,1993.993993993994,93.60067929021655,1872.013585804331
2024-01-01 13:00:00,16.471704165510925,49.66218272865648,25.53180106440206,223.01440907443504,0,1993.4934934934936,100.0,2000.0
2024-01-01 14:00:00,17.492865895690827,86.03945704747875,28.322340737622575,227.08200336826997,0,1992.992992992993,100.0,2000.0
2024-01-01 15:00:00,23.385255113109626,62.96866175193972,33.191428974336816,235.19189425509657,0,1992.4924924924926,96.80857102566318,1936.1714205132637
2024-01-01 16:00:00,21.21165495072814,50.22872994578327,30.94714010941753,222.4032696226158,1,1991.9919919919919,94.05285989058247,1881.0571978116493
2024-01-01 17:00:00,27.926037172929224,52.741712489185176,35.92217480852247,215.83922200944716,0,1991.4914914914914,94.07782519147753,1881.5565038295506
2024-01-01 18:00:00,21.893534339614845,55.1947903770852,32.52895236982407,227.74420570795502,0,1990.990990990991,97.47104763017593,1949.4209526035186
2024-01-01 19:00:00,19.450846766378646,66.36248919602875,28.211588371525174,232.7587039995546,1,1990.4904904904904,96.78841162847482,1935.7682325694964
2024-01-01 20:00:00,33.91916813530776,67.8425323205325,43.97910076557409,236.00130874869416,0,1989.98998998999,86.02089923442591,1720.4179846885181
