timestamp,ambient_temp,humidity,secondary_voltage_current_deviation,oil_level_percent,tan_delta_dielectric,health_score,estimated_life_remaining_days
2024-01-01 00:00:00,27.483570765056164,80.99033154879004,0.0,97.25164292349439,0.0021,89.5,1790.0
2024-01-01 01:00:00,24.38875723688951,73.86950524369153,0.0015015015015015015,97.55611927130604,0.0022,89.0,1780.0
2024-01-01 02:00:00,28.39859215214725,60.89445554880261,0.003003003003003003,97.15013077477526,0.0023,88.5,1770.0
2024-01-01 03:00:00,32.8553534156921,50.295948334416394,0.0045045045045045045,96.69944964341578,0.0024000000000000002,88.0,1760.0
2024-01-01 04:00:00,24.149467863718094,70.47334970420386,0.006006006006006006,97.56503319360816,0.0025,87.5,1750.0
2024-01-01 05:00:00,24.229548468922726,65.90228078132624,0.0075075075075075074,97.5520201280827,0.0026,87.0,1740.0
2024-01-01 06:00:00,33.37625574438206,73.42789830041599,0.009009009009009009,96.63234439553176,0.0027,86.5,1730.0
2024-01-01 07:00:00,29.397275610838612,69.52757702522955,0.01051051051051051,97.0252374038811,0.0028000000000000004,86.0,1720.0
2024-01-01 08:00:00,23.29258421171174,75.74329072979003,0.012012012012012012,97.63070153878878,0.0029000000000000002,85.5,1710.0
2024-01-01 09:00:00,28.432546412366584,51.97147182659148,0.013513513513513514,97.1117003137183,0.003,85.0,1700.0
2024-01-01 10:00:00,23.482375665242003,79.76091098451488,0.015015015015015015,97.60171238342575,0.0031000000000000003,84.5,1690.0
2024-01-01 11:00:00,23.55045319044356,62.96399407038599,0.016516516516516516,97.5898996259006,0.0032000000000000006,84.0,1680.0
2024-01-01 12:00:00,27.168463059570755,91.12891308937898,0.018018018018018018,97.22309363398286,0.0033000000000000004,83.5,1670.0
2024-01-01 13:00:00,16.471704165510925,49.66218272865648,0.01951951951951952,98.28776451838384,0.0034000000000000002,83.0,1660.0
2024-01-01 14:00:00,17.492865895690827,86.03945704747875,0.02102102102102102,98.18064334036085,0.0035000000000000005,82.5,1650.0
2024-01-01 15:00:00,23.385255113109626,62.96866175193972,0.02252252252252252,97.58639941361396,0.0036000000000000008,82.0,1640.0
2024-01-01 16:00:00,21.21165495072814,50.22872994578327,0.024024024024024024,97.7987544248471,0.0037000000000000006,81.5,1630.0
2024-01-01 17:00:00,27.926037172929224,52.741712489185176,0.025525525525525526,97.122311197622,0.0038000000000000004,81.0,1620.0
2024-01-01 18:00:00,21.893534339614845,55.1947903770852,0.02702702702702703,97.72055647594843,0.0039000000000000007,80.5,1610.0
2024-01-01 19:00:00,19.450846766378646,66.36248919602875,0.028528528528528527,97.95982022826705,0.004,80.0,1600.0
