timestamp,ambient_temp,humidity,corrosion_index,mechanical_stress_mpa,vibration_hz,ground_foundation_tilt_deg,health_score,estimated_life_remaining_days
2024-01-01 00:00:00,27.483570765056164,80.99033154879004,8.099033154879004,43.24821725025618,6.184384884245218,0.001,91.800966845121,1836.01933690242
2024-01-01 01:00:00,24.38875723688951,73.86950524369153,7.406970544389174,48.55481329284482,8.279229978440997,0.002,92.39302945561083,1847.8605891122165
2024-01-01 02:00:00,28.39859215214725,60.89445554880261,6.129485594920301,42.075800790000386,9.172788933156712,0.003,93.5705144050797,1871.4102881015942
2024-01-01 03:00:00,32.8553534156921,50.295948334416394,5.0896548935017,46.9203847036096,13.775375314680382,0.004,94.51034510649829,1890.2069021299658
2024-01-01 04:00:00,24.149467863718094,70.47334970420386,7.127415050500466,31.063853330462145,11.113106249067517,0.005,92.37258494949954,1847.4516989899907
2024-01-01 05:00:00,24.229548468922726,65.90228078132624,6.690328178232725,52.13293707372939,7.329036861800217,0.006,92.70967182176729,1854.1934364353458
2024-01-01 06:00:00,33.37625574438206,73.42789830041599,7.46290995016172,50.012054753622245,10.972072578835274,0.007,91.83709004983828,1836.7418009967655
2024-01-01 07:00:00,29.397275610838612,69.52757702522955,7.0928978426630955,41.82911368931809,6.905392022123269,0.008,92.10710215733691,1842.1420431467382
2024-01-01 08:00:00,23.29258421171174,75.74329072979003,7.734489233139164,56.59245668432405,12.165382107774146,0.009000000000000001,91.36551076686084,1827.3102153372167
2024-01-01 09:00:00,28.432546412366584,51.97147182659148,5.3773273628393286,59.37570137626558,9.057750696364243,0.010000000000000002,93.62267263716068,1872.4534527432136
2024-01-01 10:00:00,23.482375665242003,79.76091098451488,8.17629129865169,33.924401356310256,9.812727622521658,0.011000000000000003,90.72370870134831,1814.4741740269662
2024-01-01 11:00:00,23.55045319044356,62.96399407038599,6.5166196272588195,42.37275221433786,12.65159329508438,0.012000000000000004,92.28338037274118,1845.6676074548236
2024-01-01 12:00:00,27.168463059570755,91.12891308937898,9.353131549178139,42.30857650212702,7.4256728628315,0.013000000000000005,89.34686845082186,1786.937369016437
2024-01-01 13:00:00,16.471704165510925,49.66218272865648,5.226478533125909,40.600968988911355,7.205763629774017,0.014000000000000005,93.37352146687408,1867.4704293374816
2024-01-01 14:00:00,17.492865895690827,86.03945704747875,8.884225985028156,58.294748419317486,8.83280134730799,0.015000000000000006,89.61577401497185,1792.315480299437
2024-01-01 15:00:00,23.385255113109626,62.96866175193972,6.597166475494273,48.06173861227197,12.076757702038634,0.016000000000000007,91.80283352450573,1836.0566704901146
2024-01-01 16:00:00,21.21165495072814,50.22872994578327,5.343193314898648,47.35485158689389,6.961307849046316,0.017000000000000008,92.95680668510136,1859.136133702027
2024-01-01 17:00:00,27.926037172929224,52.741712489185176,5.614511589258858,29.961376355932465,4.335688803778862,0.01800000000000001,92.58548841074115,1851.709768214823
2024-01-01 18:00:00,21.893534339614845,55.1947903770852,5.879839398068881,56.35418030209226,9.097682283182003,0.01900000000000001,92.22016060193111,1844.4032120386223
2024-01-01 19:00:00,19.450846766378646,66.36248919602875,7.016629299983255,37.60741605146528,11.10348159982184,0.02000000000000001,90.98337070001675,1819.667414000335
2024-01-01 20:00:00,33.91916813530776,67.8425323205325,7.18465363245365,50.599326302663286,12.400523499477659,0.02100000000000001,90.71534636754636,1814.3069273509273
