timestamp,ambient_temp,humidity,voltage_v,internal_resistance_mohm,electrolyte_temp_c,discharge_cycles,health_score,estimated_life_remaining_days
2024-01-01 00:00:00,27.483570765056164,80.99033154879004,109.32482172502561,10.018092192442122,27.483570765056164,0,99.90953903778939,1998.1907807557877
2024-01-01 01:00:00,24.38875723688951,73.86950524369153,109.85548132928449,10.037231807431343,24.38875723688951,0,99.81384096284329,1996.2768192568658
2024-01-01 02:00:00,28.39859215214725,60.89445554880261,109.20758007900004,10.056818201897922,28.39859215214725,0,99.71590899051039,1994.3181798102078
2024-01-01 03:00:00,32.8553534156921,50.295948334416394,109.69203847036096,10.07870588955526,32.8553534156921,0,99.6064705522237,1992.129411044474
2024-01-01 04:00:00,24.149467863718094,70.47334970420386,108.10638533304622,10.099262442679795,24.149467863718094,0,99.50368778660103,1990.0737557320208
2024-01-01 05:00:00,24.229548468922726,65.90228078132624,110.21329370737294,10.117926961110696,24.229548468922726,0,99.41036519444653,1988.2073038889305
2024-01-01 06:00:00,33.37625574438206,73.42789830041599,110.00120547536223,10.138412997400113,33.37625574438206,0,99.30793501299944,1986.1587002599888
2024-01-01 07:00:00,29.397275610838612,69.52757702522955,109.18291136893181,10.156865693411175,29.397275610838612,0,99.21567153294413,1984.3134306588827
2024-01-01 08:00:00,23.29258421171174,75.74329072979003,110.6592456684324,10.177948384465061,23.29258421171174,0,99.1102580776747,1982.205161553494
2024-01-01 09:00:00,28.432546412366584,51.97147182659148,110.93757013762657,10.197477259813244,28.432546412366584,0,99.01261370093378,1980.2522740186757
2024-01-01 10:00:00,23.482375665242003,79.76091098451488,108.39244013563102,10.217383623624505,23.482375665242003,0,98.91308188187747,1978.2616376375495
2024-01-01 11:00:00,23.55045319044356,62.96399407038599,109.23727522143379,10.238709420272047,23.55045319044356,0,98.80645289863976,1976.1290579727952
2024-01-01 12:00:00,27.168463059570755,91.12891308937898,109.2308576502127,10.257422256703462,27.168463059570755,0,98.7128887164827,1974.2577743296538
2024-01-01 13:00:00,16.471704165510925,49.66218272865648,109.06009689889113,10.27602513851835,16.471704165510925,0,98.61987430740825,1972.3974861481652
2024-01-01 14:00:00,17.492865895690827,86.03945704747875,110.82947484193174,10.295441539192003,17.492865895690827,0,98.52279230403998,1970.4558460807996
2024-01-01 15:00:00,23.385255113109626,62.96866175193972,109.8061738612272,10.316479918043022,23.385255113109626,0,98.41760040978488,1968.3520081956976
2024-01-01 16:00:00,21.21165495072814,50.22872994578327,109.73548515868939,10.334960571967546,21.21165495072814,0,98.32519714016227,1966.5039428032455
2024-01-01 17:00:00,27.926037172929224,52.741712489185176,107.99613763559324,10.352128416369435,27.926037172929224,0,98.23935791815282,1964.7871583630563
2024-01-01 18:00:00,21.893534339614845,55.1947903770852,110.63541803020922,10.371677257511026,21.893534339614845,0,98.14161371244487,1962.8322742488972
2024-01-01 19:00:00,19.450846766378646,66.36248919602875,108.76074160514652,10.392228998310937,19.450846766378646,0,98.03885500844531,1960.7771001689061
2024-01-01 20:00:00,33.91916813530776,67.8425323205325,110.05993263026633,10.413429260060676,33.91916813530776,0,97.93285369969662,1958.6570739939325
2024-01-01 21:00:00,25.540442396151434,51.394499940921314,110.2773769379582,10.432966098698591,25.540442396151434,0,97.83516950650704,1956.7033901301409
2024-01-01 22:00:00,27.08519726454843,59.634681116085254,111.36065859583866,10.452554672091475,27.08519726454843,0,97.73722663954263,1954.7445327908526
2024-01-01 23:00:00,19.70187254836803,92.13405537917795,108.69117960088089,10.47370857282573,19.70187254836803,0,97.63145713587134,1952.629142717427
2024-01-02 00:00:00,24.181574169644286,85.91314755151066,106.98048784417918,10.491838831126035,24.181574169644286,0,97.54080584436983,1950.8161168873967
2024-01-02 01:00:00,27.53578432519842,66.54485504511048,110.1838495447537,10.511450310350853,27.53578432519842,0,97.44274844824574,1948.8549689649149
2024-01-02 02:00:00,21.30368856160697,60.570052172523006,111.80051118151086,10.531640734240778,21.30368856160697,0,97.34179632879611,1946.8359265759223
2024-01-02 03:00:00,29.014425336244077,61.80046990077392,111.23894635293944,10.552089952962062,29.014425336244077,0,97.2395502351897,1944.791004703794
2024-01-02 04:00:00,24.209806571152868,69.20276959095625,110.20965941527463,10.571580146268872,24.209806571152868,0,97.14209926865564,1942.841985373113
2024-01-02 05:00:00,25.831374306596373,44.658111522023916,109.50836381436795,10.591614587280578,25.831374306596373,0,97.04192706359711,1940.8385412719422
2024-01-02 06:00:00,24.357923588185447,56.139351938649824,110.80712259663731,10.609126259927164,24.357923588185447,0,96.95436870036418,1939.0873740072836
2024-01-02 07:00:00,36.7042240479596,34.97123889183616,109.02645380029553,10.62846801151483,36.7042240479596,0,96.85765994242585,1937.1531988485171
2024-01-02 08:00:00,27.45147870723857,65.98834683907918,110.47635776935621,10.648921520227384,27.45147870723857,0,96.75539239886308,1935.1078479772616
2024-01-02 09:00:00,22.30628949273686,69.70793909554112,110.50547015916662,10.66793922619313,22.30628949273686,0,96.66030386903435,1933.206077380687
2024-01-02 10:00:00,31.783188002629387,52.75220306550939,111.06020990749887,10.68799821041472,31.783188002629387,0,96.56000894792639,1931.2001789585279
2024-01-02 11:00:00,21.641596917850613,83.6098014493505,112.75966003891108,10.708445082915523,21.641596917850613,0,96.45777458542238,1929.1554917084477
2024-01-02 12:00:00,28.86520973911448,41.61351505496488,110.39241596717876,10.728102533714665,28.86520973911448,0,96.35948733142668,1927.1897466285336
2024-01-02 13:00:00,18.097335089234804,38.0343767968527,109.4910363742925,10.748272997485662,18.097335089234804,0,96.25863501257169,1925.1727002514338
2024-01-02 14:00:00,21.32925926252938,63.36677727839958,109.97442568780801,10.767310264920377,21.32925926252938,0,96.16344867539812,1923.2689735079623
2024-01-02 15:00:00,29.028701873359225,75.70647453918232,108.23092409511088,10.787103653640681,29.028701873359225,0,96.06448173179659,1921.2896346359319
2024-01-02 16:00:00,31.81062973416682,85.25891537186803,109.30528686891094,10.80771386981027,31.81062973416682,0,95.96143065094866,1919.2286130189732
2024-01-02 17:00:00,29.048726928645245,53.1167360569659,109.59071756188689,10.827870842771238,29.048726928645245,0,95.8606457861438,1917.212915722876
2024-01-02 18:00:00,27.68691297404216,76.18021250146944,109.47591160206541,10.847284311501674,27.68691297404216,0,95.76357844249162,1915.2715688498324
2024-01-02 19:00:00,26.832577604606424,59.422372957489394,110.15235487203373,10.867508527905965,26.832577604606424,0,95.66245736047017,1913.2491472094034
2024-01-02 20:00:00,21.01809335184789,57.41059050088771,109.1775800676178,10.888223137696603,21.01809335184789,0,95.55888431151699,1911.1776862303398
2024-01-02 21:00:00,24.88374773220168,73.25489906230008,111.12103066732448,10.906173196418024,24.88374773220168,0,95.46913401790988,1909.3826803581976
2024-01-02 22:00:00,26.251691398263123,69.78484317620129,110.0002070649182,10.92733227048298,26.251691398263123,0,95.3633386475851,1907.266772951702
2024-01-02 23:00:00,33.91205666544751,36.35411764523626,109.99069967886139,10.9469960157443,33.91205666544751,0,95.2650199212785,1905.30039842557
2024-01-03 00:00:00,30.41573389558832,82.14810524588844,109.67210528348708,10.96742150567754,30.41573389558832,0,95.1628924716123,1903.2578494322458
2024-01-03 01:00:00,19.953268082535107,80.70137031221176,110.15519068385898,10.988618752601186,19.953268082535107,0,95.05690623699407,1901.1381247398813
2024-01-03 02:00:00,30.459337519366727,50.61655947735706,110.82509826466763,11.007247078903955,30.459337519366727,0,94.96376460548022,1899.2752921096044
2024-01-03 03:00:00,26.98357042586308,65.93705300156114,109.1328697842891,11.026537637901527,26.98357042586308,0,94.86731181049237,1897.3462362098473
2024-01-03 04:00:00,25.594044304083894,67.41045279424108,109.34188351092475,11.046249089205652,25.594044304083894,0,94.76875455397175,1895.375091079435
2024-01-03 05:00:00,32.10630956845927,63.910106487358604,109.69627397122333,11.065465335684527,32.10630956845927,0,94.67267332157736,1893.4534664315472
2024-01-03 06:00:00,34.27179395514866,51.7454226923187,108.65412907652679,11.087200272260365,34.27179395514866,0,94.56399863869818,1891.2799727739637
2024-01-03 07:00:00,33.841652655878065,49.92564948092922,109.1807421402785,11.106343500166536,33.841652655878065,0,94.46828249916732,1889.3656499833464
2024-01-03 08:00:00,25.05720080180004,59.61668893512832,109.52377912645534,11.12578795338705,25.05720080180004,0,94.37106023306475,1887.4212046612952
2024-01-03 09:00:00,27.77483671905476,77.59093528889048,110.87438918071273,11.145992342418653,27.77483671905476,0,94.27003828790673,1885.4007657581346
2024-01-03 10:00:00,31.044392984003878,68.15400231891648,110.26256132900193,11.164790192892577,31.044392984003878,0,94.17604903553712,1883.5209807107424
2024-01-03 11:00:00,34.33253900842841,54.44078501870841,110.19358991136754,11.184394512180821,34.33253900842841,0,94.07802743909589,1881.5605487819178
2024-01-03 12:00:00,27.125233359509764,71.57548065972517,110.85089796216798,11.20471196544207,27.125233359509764,0,93.97644017278965,1879.528803455793
2024-01-03 13:00:00,28.65864782908548,17.27186069054887,109.86262821160061,11.224379105037688,28.65864782908548,0,93.87810447481156,1877.5620894962312
2024-01-03 14:00:00,24.120646396842847,77.23148550558156,110.39046484992889,11.244285718178789,24.120646396842847,0,93.77857140910605,1875.571428182121
2024-01-03 15:00:00,23.73620054084202,33.904293318328506,109.8967782470675,11.26375638606634,23.73620054084202,0,93.68121806966829,1873.6243613933657
2024-01-03 16:00:00,33.84430250330561,54.563385878953014,110.26536234939962,11.28224191575716,33.84430250330561,0,93.5887904212142,1871.775808424284
2024-01-03 17:00:00,36.62683414316845,43.20495158060784,109.41724134238842,11.302563508968499,36.62683414316845,0,93.48718245515751,1869.7436491031501
2024-01-03 18:00:00,29.549058471464125,40.57977786418641,107.56118284172356,11.324318442040147,29.549058471464125,0,93.37840778979927,1867.5681557959854
2024-01-03 19:00:00,34.989756757780235,77.41240181067779,109.8657208378137,11.344336843670929,34.989756757780235,0,93.27831578164536,1865.5663156329072
