timestamp,ambient_temp,humidity,gas_pressure_bar,contact_resistance_micro_ohm,operation_count,mechanism_travel_time_ms,control_voltage_v,health_score,estimated_life_remaining_days
2024-01-01 00:00:00,27.483570765056164,80.99033154879004,6.393248217250257,50.03092192442123,0,40.0,108.27301279007013,99.29389980060441,1985.8779960120883
2024-01-01 01:00:00,24.38875723688951,73.86950524369153,6.397754012492045,50.07231807431343,0,40.0,109.93759302212183,99.703083174891,1994.06166349782
2024-01-01 02:00:00,28.39859215214725,60.89445554880261,6.390474199188399,50.11818201897921,0,40.0,110.0360337440889,98.92923789986068,1978.5847579972137
2024-01-01 03:00:00,32.8553534156921,50.295948334416394,6.394517982301208,50.18705889555262,0,40.0,110.94526069168681,99.26473933456813,1985.2947866913628
2024-01-01 04:00:00,24.149467863718094,70.47334970420386,6.37786065012726,50.24262442679795,0,40.0,107.26628327343835,97.54344058592798,1950.8688117185598
2024-01-01 05:00:00,24.229548468922726,65.90228078132624,6.398128933069725,50.279269611106955,0,40.0,111.18513454769466,99.53362369586554,1990.672473917311
2024-01-01 06:00:00,33.37625574438206,73.42789830041599,6.395207249948817,50.33412997400113,0,40.0,104.59121673679445,99.18659502088056,1983.731900417611
2024-01-01 07:00:00,29.397275610838612,69.52757702522955,6.386223508083713,50.36865693411175,0,40.0,108.74023089527238,98.25369387425951,1965.0738774851902
2024-01-01 08:00:00,23.29258421171174,75.74329072979003,6.4001860502779175,50.42948384465062,0,40.0,109.0234523150969,99.5891211831411,1991.782423662822
2024-01-01 09:00:00,28.432546412366584,51.97147182659148,6.402168494169059,50.47477259813244,0,40.0,111.26665365214248,99.74207681877343,1994.8415363754684
2024-01-01 10:00:00,23.482375665242003,79.76091098451488,6.3759163933483025,50.523836236245046,0,40.0,110.04526170535374,97.06780309858517,1941.3560619717034
2024-01-01 11:00:00,23.55045319044356,62.96399407038599,6.383563943405529,50.58709420272047,0,40.0,107.18887389228743,97.76930013783243,1955.3860027566486
2024-01-01 12:00:00,27.168463059570755,91.12891308937898,6.3826989668925185,50.62422256703463,0,40.0,108.03001374836597,97.64567412221717,1952.9134824443436
2024-01-01 13:00:00,16.471704165510925,49.66218272865648,6.380190558578501,50.6602513851835,0,40.0,110.39736001909482,97.35880447266652,1947.1760894533304
2024-01-01 14:00:00,17.492865895690827,86.03945704747875,6.397083537208107,50.70441539192004,0,40.0,109.84186531627088,99.0039383288906,1980.078766577812
2024-01-01 15:00:00,23.385255113109626,62.96866175193972,6.38604972660026,50.76479918043023,0,40.0,108.8417517807285,97.84017347959572,1956.8034695919143
2024-01-01 16:00:00,21.21165495072814,50.22872994578327,6.384542038774081,50.79960571967546,0,40.0,109.03833242097605,97.65459815773264,1953.0919631546526
2024-01-01 17:00:00,27.926037172929224,52.741712489185176,6.366347762742319,50.82128416369436,0,40.0,111.39233599431857,95.81349211053754,1916.2698422107508
