timestamp,ambient_temp,humidity,load_current_a,oil_temp_c,winding_temp_c,dissolved_gas_h2_ppm,moisture_in_oil_ppm,vibration_level_mm_s,health_score,estimated_life_remaining_days
2024-01-01 00:00:00,27.483570765056164,80.99033154879004,0.0,25.575763207178774,28.133339527896652,0.15682531975175332,14.049516577439501,0.4576240317977297,90.70922242559253,1814.1844485118506
2024-01-01 01:00:00,24.38875723688951,73.86950524369153,8.680925160189217,23.962418484119468,26.358660332531418,0.35526514530479913,13.708490277199592,0.4633395143218038,90.72605506865447,1814.5211013730896
2024-01-01 02:00:00,28.39859215214725,60.89445554880261,16.21722843448107,28.795848040449656,31.675432844494622,0.5561659889070215,13.07475280747016,0.3366529111714796,92.16398675468041,1843.2797350936082
2024-01-01 03:00:00,32.8553534156921,50.295948334416394,25.597198595152104,36.022901002789894,39.625191103068886,0.7797975061991917,12.559842461765864,0.4925881794250084,90.73154455058813,1814.6308910117625
2024-01-01 04:00:00,24.149467863718094,70.47334970420386,28.532520930806157,26.132647034792157,28.745911738271374,0.9114545880351504,13.583727545270254,0.6018154291129807,89.27164560950641,1785.4329121901283
2024-01-01 05:00:00,24.229548468922726,65.90228078132624,44.90839078601774,25.139486439123722,27.653435083036097,1.141082951727517,13.370189114141388,0.41748517887833825,91.14020191615732,1822.8040383231464
2024-01-01 06:00:00,33.37625574438206,73.42789830041599,52.73219956627296,36.49890201211335,40.14879221332468,1.2058633701473782,13.76148500511089,0.6575804646713322,88.5958610108869,1771.917220217738
2024-01-01 07:00:00,29.397275610838612,69.52757702522955,56.43819917301112,30.671881580550803,33.739069738605885,1.3743691425291877,13.581483956366583,0.6052156812814449,89.14580803989087,1782.9161607978174
2024-01-01 08:00:00,23.29258421171174,75.74329072979003,74.7954795742704,28.11504924431234,30.926554168743575,1.5499554504066104,13.907284656609622,0.5013721473771666,90.0405258839438,1800.810517678876
2024-01-01 09:00:00,28.432546412366584,51.97147182659148,86.24384462508512,32.27361399180296,35.50097539098326,1.7816217917101724,12.733708726464709,0.5720908808913004,89.67819725725671,1793.5639451451343
2024-01-01 10:00:00,23.482375665242003,79.76091098451488,73.43455278511497,27.06046711575858,29.766513827334443,1.9827533343440158,14.138195699375894,0.7332667335492183,87.55805009784704,1751.161001956941
